step 10000
time 5000.000
time-step    0.500
 referencePE   0.0000000000000000     
rnd-times  8188  8394  8895
 positions
    69   0.04086   0.05345   1.81373
    70  -1.77136   1.76581   0.02636
    71   1.59823  -1.34873   1.39915
    72   0.17313  -0.41707  -1.42551
    73  -0.44780   1.37933  -0.50682
    74   0.02381   0.26911   0.69243
    75   0.42399  -1.64844  -0.18561
    76   0.32471  -0.26795   0.21044
    77  -0.44535  -0.73808   1.03226
    78   0.12064   1.00603  -1.24270
    79  -2.12391   0.00779  -0.37191
    80   1.25298   0.06171   0.00803
    81   0.87093  -0.06951   0.36389
 cage-reference-positions
     1  -2.65799  -2.68420  -2.67760
     2  -1.98148  -2.02167  -2.52953
     3  -2.80512  -2.66828  -3.62451
     4  -2.65799  -2.68420  -0.00460
     5  -3.53519  -2.76139   0.37368
     6  -2.12922  -2.29698   0.69469
     7  -2.65799  -2.68420   2.66841
     8  -3.55288  -2.61644   3.00472
     9  -2.65071  -2.12124   1.89281
    10  -2.65799  -0.01119  -2.67760
    11  -3.32777  -0.69631  -2.65489
    12  -3.15408   0.80614  -2.74391
    13  -2.65799  -0.01119  -0.00460
    14  -2.55698  -0.62880  -0.73046
    15  -3.54180   0.34319  -0.11334
    16  -2.65799  -0.01119   2.66841
    17  -3.53196   0.29402   2.91651
    18  -2.09894   0.76145   2.76344
    19  -2.65799   2.66182  -2.67760
    20  -3.27779   2.49504  -1.96587
    21  -2.14311   3.41163  -2.37557
    22  -2.65799   2.66182  -0.00460
    23  -3.41756   2.89808  -0.53916
    24  -2.72162   3.22905   0.76530
    25  -2.65799   2.66182   2.66841
    26  -2.45053   3.59214   2.76840
    27  -1.91762   2.30320   2.17670
    28   0.01502  -2.68420  -2.67760
    29   0.96889  -2.66821  -2.76936
    30  -0.31269  -2.62598  -3.57635
    31   0.01502  -2.68420  -0.00460
    32  -0.70694  -2.05858  -0.08145
    33   0.20047  -2.94746  -0.90728
    34   0.01502  -2.68420   2.66841
    35   0.00495  -1.85545   3.14967
    36  -0.29144  -2.45434   1.78991
    37   0.01502  -0.01119  -2.67760
    38  -0.73732   0.31633  -2.18239
    39   0.77759   0.29395  -2.18373
    40   0.01502  -0.01119  -0.00460
    41  -0.47059   0.74698   0.32388
    42  -0.57835  -0.41972  -0.63669
    43   0.01502  -0.01119   2.66841
    44  -0.71115   0.61029   2.59784
    45   0.17358  -0.08774   3.61050
    46   0.01502   2.66182  -2.67760
    47  -0.36255   1.78710  -2.57351
    48  -0.17490   3.10443  -1.84902
    49   0.01502   2.66182  -0.00460
    50   0.04934   3.61361  -0.11160
    51  -0.28772   2.33646  -0.85372
    52   0.01502   2.66182   2.66841
    53   0.48849   3.47795   2.50019
    54  -0.07259   2.62841   3.62222
    55   2.68803  -2.68420  -2.67760
    56   2.68937  -1.91998  -2.09925
    57   1.95957  -3.22136  -2.36244
    58   2.68803  -2.68420  -0.00460
    59   1.76671  -2.45987  -0.14377
    60   2.85325  -2.45865   0.91212
    61   2.68803  -2.68420   2.66841
    62   1.78154  -2.51101   2.40996
    63   2.71655  -3.62985   2.82155
    64   2.68803  -0.01119  -2.67760
    65   2.91995  -0.57155  -1.93549
    66   3.46344  -0.02692  -3.24066
    67   2.68803  -0.01119  -0.00460
    68   1.80073   0.34853   0.03810
    69   2.91013   0.01011  -0.93666
    70   2.68803  -0.01119   2.66841
    71   3.57715   0.34631   2.68255
    72   2.66508  -0.62436   3.40464
    73   2.68803   2.66182  -2.67760
    74   2.14610   2.34665  -3.40252
    75   3.41874   2.04289  -2.63860
    76   2.68803   2.66182  -0.00460
    77   2.43830   1.75346  -0.18076
    78   2.66432   2.73541   0.95068
    79   2.68803   2.66182   2.66841
    80   2.83369   2.03069   3.37480
    81   1.79634   2.48165   2.36683
 spring-constants
     1   0.09748
     2   0.12962
     3   0.14527
     4   0.15496
     5   0.18777
     6   0.12892
     7   0.11276
     8   0.14791
     9   0.17943
    10   0.19248
    11   0.12672
    12   0.16891
    13   0.11985
    14   0.12851
    15   0.13480
    16   0.11819
    17   0.17406
    18   0.16050
    19   0.16904
    20   0.14138
    21   0.12886
    22   0.17404
    23   0.13035
    24   0.15006
    25   0.14679
    26   0.18993
    27   0.17318
    28   0.14586
    29   0.18282
    30   0.18470
    31   0.11319
    32   0.12620
    33   0.16329
    34   0.13280
